id,caption_type,caption_character_length,caption,word_count,hashtag_count,duration_sec,post_date,post_time,post_url,media_type,views,reach,likes,shares,comments,saves,follows,engagment_raw,engagement_rate,engagement_per_reach,save_rate,share_rate,readability_flesch,readability_fk_grade,positive,negative,sentiment_score,cta_present,cta_count,day_of_week
678,Product Marketing,723,"@bmxultra with a great review of the new Ruffian XL v2.1 Lock-On Grips! 
 
 “ODI quality might come at a cost but it will pay for itself in the end. Quality, durability, comfort and reliability that’s worth every cent""
 
 ""The iconic Ruffian grip pattern that’s been used by BMXers for decades and built by the best in the business has just got better"" 
 
 ""Making them even more comfortable without giving away functionality will only make the Ruffian XL even more relevant""
 
 ""The quality and finish of ODI grips is unmatched""
 
 Full Review → Link In Bio
 
 Ruffian XL v2.1 Lock-On Grips are available now - check out our website for more info.
 
 #odigrips #odi #grips #ruffian #lockon #originators #innovate #bmx #mtb",129,9,0,2023-05-16,8:22,https://www.instagram.com/p/CsTxK-dvJ-F/,image,20,169,0,1,0,0,0,1,0.0059,0.0059,0.0000,0.0059,31.65534435,18.86396694,8,5,3,1,3,Tuesday
679,Event Content,423,"Congratulations to all at @hondaracing_moto for a great Supercross season! Both @maxanstie and @deanwilson15 had a solid weekend at the final @supercrosslive round in SLC 🏁 Max took 7th in the 250 Main which gave him 3rd overall in the 250SX East Championship and Deano raced to 5th in the 450 Main which gave him a 10th in the 450SX Championship 🤩🤩 
 
 #amasx #supercross #odigrips #odi #moto #sx #honda #firepowerparts",72,8,0,2023-05-15,8:41,https://www.instagram.com/p/CsROkguvgXZ/,carousel,12,153,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,33.77433099,17.36767606,3,0,3,0,0,Monday
680,Athlete Content,272,"Want to win a ""PEE-WEE"" PODIUM HANDLEBAR UPGRADE KIT from @odigrips? All you have to do is follow @odigrips, then comment on this post what your favorite color grip is. GOOD LUCK!
 #odi #odimoto #odigrips #moto #motocross #supermotocross #sx #supercross #mountainbike #mtb",42,10,0,2023-05-15,16:04,https://www.instagram.com/p/CsSBPnuv6TE/,image,29,192,0,56,0,0,0,56,0.2917,0.2917,0.0000,0.2917,48.36561047,9.183895349,4,0,4,1,3,Monday
681,Product Marketing,705,"Behind the Brand: Colby Young takes you on a guided tour through our factory floor at HQ in Riverside, California. @bmxultra visited and produced this insightful video.
 
 In the video you get to see:
 - How our grips are made
 - Some new collaboration grips
 - Our recycling program and how we reuse our waste product
 - How materials are prototype tested
 - The v2.1 single clamp system
 - The different grip molds
 
 As a bonus you get to see some of the plastic injection molded products made by our parent company Edge Plastics as well as their molding and tooling.
 
 YouTube Video → Link In Bio
 
 #odigrips #grips #factory #tour #ODIgripped #odi #injectionmolding #tpr #video #edit #behindthebrand",122,11,0,2023-05-14,9:59,https://www.instagram.com/p/CsOyx8DvVez/,image,12,238,0,5,2,0,0,7,0.0294,0.0294,0.0000,0.0210,25.42380952,18.98785714,3,1,2,1,1,Sunday
682,Athlete Content,203,"@anthonynapo asks ""What's your go-to method for installing ODI BMX grips?"" Comment below and tell us your preferred method 👊
 
 #odigrips #odi #grips #ODIFamily #bmx #installationguide #favorite #method",29,8,27,2023-05-13,8:59,https://www.instagram.com/reel/CsMG_xEMUDu/,reel,43,520,0,27,6,0,0,33,0.0635,0.0635,0.0000,0.0519,25.83474138,13.25810345,1,0,1,1,2,Saturday
683,Product Marketing,660,"Colby Young gives the lowdown on some of our new grips which all use the single clamp v2.1 Lock-On System. Our friends @bmxultra visited our HQ and produced this video.
 
 The v2.1 System gives you more useable grip space and makes installation a breeze. Plus it ensures that your grips stay put no matter what the conditions. We invented the Lock-On System BITD and have now updated and improved it. Add that to our Proprietary Grip Material and you've got the best quality and best performing grips available - just see how many Pro Riders choose them!
 
 YouTube Video → Link In Bio 
 
 #odigrips #odi #grips #ODIequipped #ODIgripped #youtube #video #lockon",115,8,0,2023-05-12,8:55,https://www.instagram.com/p/CsJh0z5vdhi/,image,50,255,0,6,3,0,0,9,0.0353,0.0353,0.0000,0.0235,58.4075,9.0875,6,1,5,1,1,Friday
684,Event Content,504,"When he's not Flat Track racing for @motoanatomyxroyalenfield in the @americanflattrack series, Johnny Lewis likes to train on his XC MTB and chooses our Race Kit for comfort and performance. Men's and women's specific kits include jersey and optional bib shorts made from wicking and breathable materials to keep you dry and cool so you can focus on your riding.
 
 Find out more → Link In Bio
 
 📷 @The1dx 
 🚵🏻‍♂️ @motoanatomy_
 
 #odigrips #ODIFamily #ODIgripped #ODIequipped #mtb #xcmtb #flattrack",82,7,0,2023-05-11,8:51,https://www.instagram.com/p/CsG8nZJPzjd/,image,59,136,0,2,1,0,0,3,0.0221,0.0221,0.0000,0.0147,37.27576923,14.51923077,3,0,3,1,2,Thursday
685,Athlete Content,305,"Was really cool to have @odi_vtwin bars & grips on this build! Jake @barnstormcycles and @hartluck have worked on projects together in the past and partnered up again for this badass @indianmotorcycle custom build for @ufc fighter @tjdillashaw 😎
 
 #odigrips #indianmotorcycle #careyhart #barnstormcycles",44,4,0,2023-05-11,9:15,https://www.instagram.com/p/CsG_VVQNrYR/,carousel,45,191,0,2,2,0,0,4,0.0209,0.0209,0.0000,0.0105,30.42,14.23333333,2,0,2,0,0,Thursday
686,Product Marketing,251,"Watch as @tommyzula bounces back from a serious ACL injury in Conquering Obstruction 👊
 
 🎥 Full Edit and @pinkbike article → Link In Bio
 
 🎬 @kunkfpv 
 
 #odigrips #odi #mtb #ODIFamily #ODIgripped #ODIequipped #injury #rehab #ride #conquer #grips",41,11,16,2023-05-10,8:46,https://www.instagram.com/reel/CsEXL7DpJSo/,reel,11,284,0,3,8,0,0,11,0.0387,0.0387,0.0000,0.0106,2.366486486,22.12108108,0,3,-3,1,2,Wednesday
687,Athlete Content,98,"@dennisenarson with a creative street line in Mexico 🇲🇽 😎
 
 #bmx #odigrips #odi #grips #mexico",16,5,13,2023-05-09,9:43,https://www.instagram.com/reel/CsB4zvtp47g/,reel,13,536,0,5,10,0,0,15,0.0280,0.0280,0.0000,0.0093,33.69,12.28666667,1,0,1,0,0,Tuesday
688,Athlete Content,156,"@jono_jones1 revvin’ into the weekend! Someone must’ve told him that we also make lock-on grips for MX too! ✊
 
 #odigrips #odi #grips #mtb #moto #mx #braap",27,7,23,2023-05-05,10:51,https://www.instagram.com/reel/Cr3tUpyNk6P/,reel,68,1199,1,3,19,0,0,23,0.0192,0.0192,0.0000,0.0025,72.36666667,5.401481481,0,0,0,0,0,Friday
689,Event Content,312,"@martinpeak from the @armyenduromtb team has been on our REFLEX grips for a while and even used them at the recent @tweedlovefest Enduro Race in the UK 🇬🇧 Here's what he has to say about them 🤩
 
 Check out the REFLEX grips → Link In Bio
 
 #odigrips #odi #grips #army #mtb #enduromtb #bike #review #ODIFamily",57,9,66,2023-05-04,8:12,https://www.instagram.com/reel/Cr02dm1tEql/,reel,67,544,0,2,7,1,0,10,0.0184,0.0184,0.0018,0.0037,20.26454545,24.09636364,0,0,0,1,2,Thursday
690,Product Marketing,306,"Winter Wonderland : Get The Grip with @vinny_t_ is a great edit filmed during the off season in collaboration with @michelinbicycle 
 
 Full 🎥 → Link In Bio 
 
 Credits : @cell__co / Video : @ben_chavann @maxime_rambaud FPV : @ab.production.fpv 
 
 #odigrips #odi #grips #mtb #michelin #bike #snow #winter",52,8,26,2023-05-03,16:29,https://www.instagram.com/reel/CrzKhdooYHX/,reel,27,310,0,1,9,0,0,10,0.0323,0.0323,0.0000,0.0032,7.090714286,22.70428571,1,0,1,1,1,Wednesday
691,Event Content,364,"Watch @commencalicstudio team rider Hugo Frixtalon @frix.frix put our brand new REFLEX grips to the test on his race bike 😎 Designed to reduce hand fatigue without sacrificing control allowing you to ride longer and farther 🤩
 
 Learn more about Reflex Grips → Link In Bio
 
 #odigrips #reflex #grips #mtb #frixfrix #commencal #biking #odi #ObserveDesignInnovate",57,9,69,2023-05-03,12:30,https://www.instagram.com/reel/CryvMzFIO8A/,reel,20,287,0,3,12,0,0,15,0.0523,0.0523,0.0000,0.0105,1.945,26.9,0,1,-1,1,2,Wednesday
692,Event Content,237,"What a weekend in Agueda 🇵🇹 for @janis_reisulis with a 1-2 to take the OVERALL 🥇 and keep the RED PLATE 🔴 on his @team_yamaha_europe_mjc_ GYTR YZ125 in the EMX125 Championship 🏁
 
 #emx125 #mxgp #odigrips #grips #moto #mx #motocross",40,7,0,2023-05-01,10:01,https://www.instagram.com/p/CrtUlOCPUli/,carousel,11,184,0,1,1,0,0,2,0.0109,0.0109,0.0000,0.0054,32.99,18.595,0,0,0,0,0,Monday
693,Event Content,990,"@huttenmetaalyamaharacing EMX250's rider @andreabonacorsi35 has extended his European Championship lead with a remarkable round victory at the third round of the EMX250 Championship in Agueda, Portugal.
  
 Bonacorsi continued his impressive 2023 EMX250 title charge with a series of spectacular passes as he charged from fifth to win the opening race of the weekend by 7 seconds. 
 
 In the second and final EMX250 race in Portugal, Bonacorsi displayed his champion spirit with a heroic ride to third, despite not having a clutch lever after another rider collided with him on lap-2. 
  
 The Italian powerhouse has yet to finish outside the top-three this season, and now enjoys a comfortable 35-point lead in the series. 
  
 The Hutten Metaal Yamaha Official EMX250 team will now travel 500 kilometers east to Madrid, Spain, where the next round of the EMX250 Championship will take place in less than a week’s time – May 6th and 7th. 
 
 #mxgp #odigrips #grips #moto #motocross #emx250",165,6,0,2023-05-01,8:49,https://www.instagram.com/p/CrtMaeVvnSK/,carousel,5,193,0,3,0,1,0,4,0.0207,0.0207,0.0052,0.0155,34.62215094,16.33023899,12,0,12,1,1,Monday
694,Product Marketing,246,"Three different views of @tom_isted World Record 120 feet Flip at @darkfest_mtb holding on to his ODI CF Lock-On grips 😎 Go check them out on our website 👉Link in Bio 
 
 #mtb #darkfest #odigrips #grips #worldrecord #backflip #southafrica #flip",41,8,0,2023-04-24,17:57,https://www.instagram.com/p/CrcJkO8Ib5N/,carousel,15,1812,0,4,23,0,0,27,0.0149,0.0149,0.0000,0.0022,39.35170732,17.95609756,0,0,0,1,1,Monday
695,Athlete Content,80,"It’s that new grip kinda day you know 😁 @odigrips 
 
 #odi #odigrips #odifamily",15,3,11,2023-04-24,17:47,https://www.instagram.com/reel/CrcITOKpUeB/,reel,34,601,0,5,0,0,0,5,0.0083,0.0083,0.0000,0.0083,43.96307692,10.35692308,0,0,0,0,0,Monday
696,Athlete Content,254,Wow! What a weekend for our riders! @maxanstie wins the @supercrosslive East/West 250 Showdown 🏆 @kelleymtb wins the legendary Dual Slalom at @seaotterclassic 🏆 @tom_isted wins the King of @darkfest_mtb 🏆 and sets a world record with his 120ft flip 😎,41,0,0,2023-04-23,8:34,https://www.instagram.com/p/CrYkXi-NxPK/,carousel,5,309,0,4,2,0,0,6,0.0194,0.0194,0.0000,0.0129,61.69642857,8.131904762,5,1,4,0,0,Sunday
697,Athlete Content,52,The legendary Dual Slalom at @seaotterclassic is on!,8,0,0,2023-04-22,17:25,https://www.instagram.com/p/CrW8VZGo6fk/,image,4,161,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,29.515,11.13,1,0,1,0,0,Saturday
698,Athlete Content,81,"@gee_atherton came by at @seaotterclassic 👊😎 
 
 @athertonbikes @athertonracing",10,0,0,2023-04-22,12:15,https://www.instagram.com/p/CrWYxVHLFhK/,image,9,219,0,2,0,0,0,2,0.0091,0.0091,0.0000,0.0091,-18.5,18.07555556,0,0,0,0,0,Saturday
699,Athlete Content,152,"Another stoked rider with our new Reflex grips! Looking pretty in Pink at @seaotterclassic 🤩
 
 #odigrips #odi #grips #mtb #seaotterclassic #california",22,6,0,2023-04-22,10:20,https://www.instagram.com/p/CrWLrbYL3Ba/,image,27,217,0,2,0,0,0,2,0.0092,0.0092,0.0000,0.0092,35.03464286,10.98119048,1,0,1,0,0,Saturday
700,Athlete Content,25,@seaotterclassic day 2 ☀️,4,0,30,2023-04-21,8:21,https://www.instagram.com/reel/CrTZDNwMYFX/,reel,5,677,0,9,6,0,0,15,0.0222,0.0222,0.0000,0.0133,54.725,6.62,0,0,0,0,0,Friday
701,Athlete Content,361,"@tom_isted heard there was going to be 110 ft jump at @darkfest_mtb this year and he knew he wanted to flip it, but he definitely didn’t think he’d go as big as he did, breaking both the flip and the longest dirt to dirt jump record at the same time, with a 120 ft backflip 👊😎 Congratulations Tom from all of us at ODI Grips 👏
 
 #odigrips #mtb #flip #trails",71,4,34,2023-04-21,11:31,https://www.instagram.com/reel/CrTupwMrPJE/,reel,218,4010,0,25,107,1,0,133,0.0332,0.0332,0.0002,0.0062,27.53056338,27.05774648,1,3,-2,0,0,Friday
702,Athlete Content,112,"The sun is out and we’re almost ready to go at @seaotterclassic 2023! 
 
 #odigrips #odi #grips #seaotterclassic",19,4,13,2023-04-20,8:36,https://www.instagram.com/reel/CrQ2BlPPuVS/,reel,5,462,0,2,2,0,0,4,0.0087,0.0087,0.0000,0.0043,53.88985294,7.854411765,1,0,1,0,0,Thursday
703,Product Marketing,481,"If you're heading to Monterey CA this week then drop by Booth S123 at @seaotterclassic as we will be launching some exciting new products! There may even be some new grips too! You'll also be able to check out the amazing Reflex v2.1 Lock-On grips that have just been released and quickly become many rider's go-to grips! We hope to see you there! 
 
 Sea Otter Classic Expo Map → Link In Bio
 
 #ODIgrips #ODIgripped #ODIequipped #grips #seaotterclassic #mtb #monterey #california",83,8,29,2023-04-19,10:22,https://www.instagram.com/reel/CrOdhE4OxDq/,reel,10,252,0,4,1,0,0,5,0.0198,0.0198,0.0000,0.0159,63.289,8.506,3,0,3,1,2,Wednesday
704,Product Marketing,353,"Come see us at @seaotterclassic Booth S123 to check out new products including the amazing Reflex v2.1 Lock-On grips. The feedback has been amazing, since we launched them a few week's ago, so come and see for yourself why they are already many rider's go-to grips.
 
 #ODIgrips #ODIgripped #grips #mtb #seaotterclassic #california #monterey #lagunaseca",55,8,29,2023-04-18,12:49,https://www.instagram.com/reel/CrMJgl_PMYS/,reel,6,186,0,4,1,0,0,5,0.0269,0.0269,0.0000,0.0215,50.41333333,10.865,2,0,2,1,2,Tuesday
705,Product Marketing,132,"Come and see us at @seaotterclassic as we will be launching some very cool new products 🤩
 
 #seaotterclassic #mtb #odigrips #grips",22,4,29,2023-04-17,14:45,https://www.instagram.com/reel/CrJx0e-vtly/,reel,1,7,0,0,1,0,0,1,0.1429,0.1429,0.0000,0.0000,56.60571429,10.58095238,1,0,1,1,1,Monday
706,Product Marketing,420,"If you're heading to Monterey this week then drop by Booth S123 at @seaotterclassic as we will be launching new products! There may even be some new grips too! You'll also be able to check out the amazing Reflex v2.1 Lock-On grips that have just been released. We hope to see you there! 
 
 Sea Otter Classic Expo Map → Link In Bio
 
 #ODIgrips #ODIgripped #ODIequipped #grips #seaotterclassic #mtb #monterey #california",73,8,0,2023-04-17,8:48,https://www.instagram.com/p/CrJJJz5P7jE/,carousel,5,273,0,6,1,0,0,7,0.0256,0.0256,0.0000,0.0220,66.11777465,7.564901408,2,0,2,1,2,Monday
707,Product Marketing,312,"@epicmtbsatx has been a long-time fan of our Rogue Lock-On grips so we sent him some of the updated versions that use the single-clamp v2.1 Lock-On System. Suffice to say he was stoked! If you prefer thicker grips then check them out: Link In Bio
 
 #odigrips #ODIgripped #ODIequipped #mtb #grips #rogue #lockons",53,7,29,2023-04-12,8:52,https://www.instagram.com/reel/Cq8RpEfv14g/,reel,7,440,0,2,4,0,0,6,0.0136,0.0136,0.0000,0.0045,70.05261905,8.125714286,2,3,-1,1,1,Wednesday
708,Product Marketing,42,ABOVE starring @thomasgenon 🎥 Link in Bio,7,0,25,2023-04-06,13:50,https://www.instagram.com/reel/CqtW12VsNKz/,reel,0,9,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,42.61571429,9.054285714,0,0,0,1,1,Thursday
709,Product Marketing,793,"ADIDAS 5.10 Presents “ABOVE’ Starring Thomas Genon aka ""Tommy G"".
 
 “This film has been more than 1 year in the making; at times it has felt longer but it has been well worth it. I knew I wanted to go back to my dirt jump roots and push my limits again, get creative and showcase what’s possible when you put your mind to it.” – THOMAS GENON
 
 ‘ABOVE’ is the latest project from Thomas Genon, a reminder of the slopestyle pedigree that made ‘Tommy G” a household name. Filmed in his purpose-built compound, he takes his riding back to where it all started and pushes his riding to new limits. Filmed and Directed by @hectorcvsh
 
 🎥 Full Edit → Link In Bio
 
 @fiveten_official
 @thomasgenon 
 
 #BRANDOFTHEBRAVE #odigrips #ODIfamily #mtb #grips #slopestyle #trails #jumps #dirtjumps #video",140,10,0,2023-04-06,9:32,https://www.instagram.com/p/Cqs5cYFvA0G/,carousel,5,220,0,3,0,0,0,3,0.0136,0.0136,0.0000,0.0136,50.83897015,12.8261791,3,3,0,1,2,Thursday
710,Athlete Content,103,"@giorgos.pan tunnel over-vert 😎 
 
 📷 @iliasmertis 
 
 #odigrips #mtb #bike #ODIfamily #grips #tunnel",16,6,0,2023-04-04,11:26,https://www.instagram.com/p/Cqn82cFrswL/,image,13,327,0,4,3,0,0,7,0.0214,0.0214,0.0000,0.0122,23.425,13.47,0,0,0,0,0,Tuesday
711,Product Marketing,331,"Evil Bikes rider @bubba_warren on why the Longneck v2.1 Lock-Ons are his go-to grips on his E-Mtb! Want to find out more about why so many of our Pro Riders choose the Longnecks? - then head on over to our website → Link In Bio
 
 #odigrips #evilbikes #grips #ODIfamily #ODIequipped #ODIgripped #mtb #mountainbike #emtb #eeb #ebike",57,11,46,2023-04-03,9:32,https://www.instagram.com/reel/CqlK9Mpgfpt/,reel,23,301,0,1,4,0,0,5,0.0166,0.0166,0.0000,0.0033,41.74827586,14.64068966,0,1,-1,1,2,Monday
712,Product Marketing,457,"NEW! Hucker CLIP GRIPS! The first grip GUARANTEED to improve BAR RIDES! 😎 Pro-Rider ENDORSED 🤩
 
 Say 👋 👋 👋 to bad, out of control Bar Rides: 
 
 Grip Slip? - GONE!
 Lack of Control - NOT ANYMORE!
 Can't Do Drops? - NO PROBLEM!
 No Commitment - YOU'RE LITERALLY LOCKED IN!
 
 YOU'LL BE BAR RIDING LIKE A PRO IN NO TIME!
 
 Get Them Here → Link In Bio
 
 @mikehucker @fyanrudger @demarcuspaul @dennisenarson @odi_bmx 
 #bmx #hucker #odigrips #california",83,4,97,2023-04-01,7:13,https://www.instagram.com/tv/CqfxImBLsR_/,IGTV,13,353,0,5,3,0,0,8,0.0227,0.0227,0.0000,0.0142,71.12277017,5.354155251,4,3,1,1,1,Saturday
713,Athlete Content,73,"@demarcuspaul got POP! 😎 
 
 #bmx #odigrips #odi #ODIfamily #street #180",12,6,13,2023-03-30,8:53,https://www.instagram.com/reel/CqazJn6IqGT/,reel,22,469,0,7,6,0,0,13,0.0277,0.0277,0.0000,0.0149,32.56,9.96,0,0,0,0,0,Thursday
714,Athlete Content,618,"Nothing beats a fresh set of @odigrips and bars, definitely a game changer 🦾
 @twenty_three_media 🔥
 
 @teamnextlevelracing @aeopowersports @researchengineeringperformance @foxmoto @100percent_moto @fisthandwear @guts_racing_inc @asterisk_usa @worksconnection @riskracingmoto @odigrips @actionsportscanopies @lacedbelt.co @acerbisusa @pirellimx @dubyausa @dt1filtersusa @studio23motoco @_dirtsamurai_ #Fanelliequipmentrepair @dirtbikedepot @pacificcoastraingutters #FanelliDairy @dancarluccicustomdesign #Pricefamily 
  
 
 #mx #sx #gasgas #socal #racing #motorsports #like #reels #explore #explorepage #reel #racing",57,15,0,2023-03-29,20:23,https://www.instagram.com/p/CqZdkb8Lzp4/,carousel,38,362,0,3,0,0,0,3,0.0083,0.0083,0.0000,0.0083,-120.575,43.49222222,2,0,2,1,1,Wednesday
715,Athlete Content,230,"A podium clean-sweep for ODI at the first UCI Enduro World Cup in the Men’s Under-21 category! 
 
 🥇@saschakim1 
 🥈@remy.meier.smith 
 🥉@will.hynes 
 
 📸 1,3 @clancykelly_ 
 📸 2 @rfphotographics 
 
 #odigrips #odi #grips #uci",39,4,0,2023-03-27,11:44,https://www.instagram.com/p/CqTYlN3Ld0a/,carousel,21,206,0,2,0,0,0,2,0.0097,0.0097,0.0000,0.0097,48.58182432,11.07905405,1,0,1,0,0,Monday
716,Event Content,243,"@luke_ms1 wins the first ever UCI Mountain Bike Enduro World Cup in Maydena, Tasmania!🏆
 
 @giantfactoryoffroadteam 
 @uci_mountainbike @uci_mtbworldseries #odigrips #odi #grips #ucimtbworldseries #mtbworldcup #maydenaworldcup #edr #enduromtb",27,8,0,2023-03-26,2:05,https://www.instagram.com/p/CqPxhOrLJTU/,image,7,146,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,-17.86,18.98,1,0,1,0,0,Sunday
717,Athlete Content,308,"@andreabonacorsi32 starts the EMX250 season with a 1-1 and first overall at the MXGP of Sardegna 🏆 That red plate is going to look so good in front of his ODI bars and grips! 🤩 Congratulations Andrea and all at @huttenmetaalyamaharacing 👊😎
 
 📷 @mxgp 
 
 #odigrips #odi #grips #moto #mx #motocross #mxgp",54,7,0,2023-03-26,11:48,https://www.instagram.com/p/CqQ0NY4rTqJ/,carousel,11,285,0,2,3,0,0,5,0.0175,0.0175,0.0000,0.0070,44.25825472,13.6695283,2,0,2,0,0,Sunday
718,Athlete Content,221,"Congratulations to all of the ODI riders who finished on the Speed & Style podium at @crankworx 🇳🇿
 
 @robin_riding_hood 
 @cbuchanan68 @tomaslemoine (Sensus) @kade_2000 
 
 📷 @clinttrahan 
 
 #crankworx #odigrips #mtb",34,3,0,2023-03-25,9:20,https://www.instagram.com/p/CqN-fjaoo78/,carousel,7,199,0,1,1,0,0,2,0.0101,0.0101,0.0000,0.0050,10.23,18.54,1,0,1,0,0,Saturday
720,Athlete Content,145,"@giorgos.pan with a few street bangers to brighten up your Friday 👊 
 
 📱: @nick.gazas 
 
 #odi #grips #mtbmx #mtbstreet #mtb #odigrips #friday",25,7,30,2023-03-24,10:27,https://www.instagram.com/reel/CqLhKn-IlW8/,reel,24,539,0,6,8,0,0,14,0.0260,0.0260,0.0000,0.0111,65.78565217,9.797391304,1,0,1,0,0,Friday
719,Event Content,385,"No prizes for guessing @connorfields11 favourite grips! 😉 Connor has ridden ODI Grips for most of his riding career and helped design the CF Lock-On Grips to create his ultimate grips 😎 CF grips are designed to be performance driven and are as much at home on an MTB as well as a Race BMX 🏁
 
 More Info → Link In Bio
 
 ##odigrips #mtb #ODIfamily #grips #bmx #CFgrips #connorfields",71,8,32,2023-03-24,8:27,https://www.instagram.com/reel/CqLToRpv8X_/,reel,23,373,0,3,3,1,0,7,0.0188,0.0188,0.0027,0.0080,51.66142857,14.74857143,2,0,2,1,1,Friday
721,Product Marketing,354,"@ollym1 gives you the lowdown on his favourite ODI grips, the AG-2's 🤩 As the owner/operator of @proridemtbcoaching Olly is on his @pivotcyclesuk most days so needs equipment that performs and the AG-2's certainly work for him! 
 
 Find out more about the AG-2 Lock-On Grips → Link In Bio
 
 #odigrips #odi #ODIfamily #grips #mtb #mtbcoaching #aarongwin",59,7,39,2023-03-23,8:22,https://www.instagram.com/reel/CqIuQMXPuB7/,reel,36,378,0,0,6,0,0,6,0.0159,0.0159,0.0000,0.0000,43.2625,15.05055556,1,0,1,1,2,Thursday
722,Athlete Content,206,"Congratulations to @cbuchanan68 who took her first WIN in Air DH at @crankworx in stunning Rotorua NZ 🇳🇿 🏆👏
 
 📷 @clinttrahan 
 
 #crankworx #odigrips #odi #grips #downhillmtb #rotorua #newzealand #mtb",32,8,0,2023-03-23,4:11,https://www.instagram.com/p/CqIRnvFqgCe/,carousel,5,259,0,1,0,0,0,1,0.0039,0.0039,0.0000,0.0039,32.565,16.17,3,0,3,1,1,Thursday
723,Athlete Content,276,"What a Podium for the Official NZ Whip-Off Champs! 🇳🇿🤩 @skylinerotorua Congratulations:
 🥇 @vinnysarmstrong 
 🥈 @georgiaastle 
 🥉 @kirsten.vh 
 
 🥈 @kaosseagrave 
 🥉 @kade_2000 
 
 📷 @clinttrahan 
 
 #odigrips #odi #grips #crankworx #mtb #newzealand #rotorua #whipoff",41,8,0,2023-03-23,4:18,https://www.instagram.com/p/CqISZDjIXTa/,image,5,169,0,1,1,0,0,2,0.0118,0.0118,0.0000,0.0059,22.28964286,14.49785714,1,0,1,0,0,Thursday
724,Athlete Content,270,"@aarongwin1 Just posted a new vid on his channel riding every trail with fellow ODI rider @nekomulally at the new @riderockcreek bike park. The place looks awesome and will be fun to watch the National Champs there later this year. 🇺🇸 
 
 Link in @aarongwin1 bio. 👊🏼",48,0,30,2023-03-23,12:22,https://www.instagram.com/reel/CqJJlpatYtV/,reel,7,228,0,1,3,0,0,4,0.0175,0.0175,0.0000,0.0044,61.89,8.353333333,2,0,2,0,0,Thursday
725,Event Content,525,"It’s a new start in 2023 for Thomas Estaque, Hugo Frixtalon and Matteo Iniguez with the launch of COMMENCAL IC STUDIO Team. ODI is proud to be a part of this exciting project.
 
 You’ll find the trio at the start of DH World Cups and French Championship races plus various events such as Red Bull Hardline. Watch the Team Launch edit NOW!
 
 Team Launch Edit → Link In Bio
 
 🎥 @leonlenses 
 
 @commencalicstudio @frix.frix @matteoinniguez999 @thomasestaque @gaetanclary @commencalbikes #odigrips #odi #grips #mtb #commencal",87,5,0,2023-03-23,10:24,https://www.instagram.com/p/CqI8QXlvkyy/,carousel,23,140,0,2,0,0,0,2,0.0143,0.0143,0.0000,0.0143,48.30648193,10.64544578,2,0,2,1,1,Thursday
726,Product Marketing,281,"WOAH! 😳 How sick is this 2-Stroke YZ490 built by @macs_mxracing for @whiskeythrottlemedia 🤩 Check out the full frame-up build on @dirtbiketv1 YouTube and listen to it sing! 
 
 🎥 👉 Link In Bio
 
 📷 @bc_261
 
 #odigrips #ODIfamily #grips #dirtbiketv #2stroke #twostroke #yamaha",46,7,0,2023-03-22,13:57,https://www.instagram.com/p/CqGv46BS0po/,carousel,24,384,0,2,9,0,0,11,0.0286,0.0286,0.0000,0.0052,59.28015152,8.634545455,0,1,-1,1,2,Wednesday
727,Product Marketing,162,"REFLEX v2.1 Lock-On Grips are here! Superior Comfort without a loss of Control. 
 
 More Info 👉 Link In Bio
 
 #odigrips #odi #grips #reflex #ODIreflex #mtb #bmx",29,7,33,2023-03-20,9:35,https://www.instagram.com/reel/CqBH1ytoSuy/,reel,16,297,0,3,4,0,0,7,0.0236,0.0236,0.0000,0.0101,62.96666667,6.712592593,2,1,1,1,1,Monday
728,Event Content,324,"@barrynobles95 aka ""The Alabama Slamma"" is a highly-decorated member of the ODI Family and is still out there winning the biggest BMX races! 🏆 Barry's love for everything with two-wheels is evident and here he shows you which ODI grips he runs on his various machines 😎
 
 #odigrips #odi #grips #bmx #mtb #vtwin #ODIfamily",55,7,49,2023-03-19,8:49,https://www.instagram.com/reel/Cp-eJTROK8A/,reel,10,444,0,2,1,0,0,3,0.0068,0.0068,0.0000,0.0045,40.94,14.505,2,0,2,0,0,Sunday
729,Athlete Content,281,"@anthonynapo is a multi-talented rider who shreds just as well on an MTB as he does a BMX 😎 Take a look at his Instagram and prepare to be mind-blown! 🤯 Check out this edit to find out which ODI grips he chooses to run on his MTB's ✊
 
 #odigrips #odi #grips #bmx #mtb #ODIfamily",56,6,26,2023-03-18,8:29,https://www.instagram.com/reel/Cp73FMkgs-5/,reel,6,363,0,1,1,0,0,2,0.0055,0.0055,0.0000,0.0028,62.13907895,11.67236842,2,0,2,1,2,Saturday
